    time   dayofyr        tmax        tmin         ppt     N2Oflux      NOflux     CH4oxid         NIT     CO2resp
 2004.5834  237    26.50    18.78     1.27       6.0819       7.1311       7.5519     310.4527    3496.4302
 2004.5834  238    27.17    18.83     0.53      10.0246       7.4602       7.3031     603.9313    5104.4667
 2004.5834  239    28.33    17.22     2.95      18.4367       8.2323       4.4344     879.7588    7091.2886
 2004.5834  240    32.11    18.67     3.07      22.1172       8.8354       4.1126     935.5372    7241.9137
 2004.5834  241    27.72    16.61     0.00      18.5165       7.4069       4.4761     911.1116    7164.8520
 2004.5834  242    23.17    12.00     0.00      15.5069       6.2242       4.7551     837.5509    6914.2640
 2004.5834  243    25.50    12.44     0.00      13.4963       5.4552       5.1027     810.8786    6794.4908
 2004.5834  244    28.17    13.83     0.00      12.5741       5.1440       5.4736     810.2552    6751.2035
 2004.6666  245    30.50    16.94     0.00      13.3147       5.5425       5.8457     897.5208    6987.7791
 2004.6666  246    30.72    16.56     0.00      13.1035       5.5783       6.1664     888.7274    6883.9407
 2004.6666  247    29.56    16.89     0.00      12.6779       5.5337       6.4321     858.8250    6680.0725
 2004.6666  248    30.06    17.22     0.00      12.1523       5.4559       6.6837     822.1878    6405.0770
 2004.6666  249    30.06    18.50     0.00      11.5413       5.3361       6.9051     779.8698    6071.4537
 2004.6666  250    27.61    13.11     1.70      17.8169       7.1195       4.7714     932.5496    7283.3031
 2004.6666  251    26.17    11.28     0.00      13.9494       5.6024       5.2195     875.0177    7067.5534
 2004.6666  252    24.22    10.56     0.00      12.4129       5.0440       5.5768     813.5766    6806.8075
 2004.6666  253    24.11    10.78     0.00      11.6221       4.8092       5.8995     765.1523    6556.7499
 2004.6666  254    27.78    12.56     0.00      11.2686       4.7902       6.2600     748.5569    6375.2413
 2004.6666  255    29.89    14.50     0.00      11.0353       4.8482       6.5884     735.0921    6160.5138
 2004.6666  256    29.50    14.67     0.00      10.4709       4.7626       6.8389     697.4533    5821.9159
 2004.6666  257    31.28    15.78     0.00       9.8539       4.6519       7.0809     656.9461    5415.1416
 2004.6666  258    32.22    19.06     0.00       9.2844       4.5437       7.2943     620.4754    5001.9974
 2004.6666  259    32.22    17.06     0.43       9.8969       4.4764       7.0166     652.3082    5199.4532
 2004.6666  260    26.33    10.67     0.23       9.7117       4.3284       6.8782     633.6969    5262.9995
 2004.6666  261    26.33    12.72     0.00       8.9749       4.1398       7.0591     591.4394    4994.5393
 2004.6666  262    26.67    12.67     0.00       8.3492       3.9910       7.2069     548.7258    4694.7470
 2004.6666  263    30.06    18.50     0.00       8.1141       4.0235       7.4063     536.7351    4462.2907
 2004.6666  264    32.06    17.39     0.00       7.4199       3.8273       7.5434     491.8116    4032.1729
 2004.6666  265    29.33    17.33     0.00       6.6033       3.5326       7.6182     437.7294    3608.9566
 2004.6666  266    28.61    15.67     0.00       5.7789       3.2116       7.6723     384.0755    3214.6960
 2004.6666  267    29.78    15.67     0.00       4.9902       2.8885       7.7329     333.6117    2814.5623
 2004.6666  268    25.00    10.50     0.38       5.0999       3.3394       7.5264     325.2895    2850.6958
 2004.6666  269    28.00    10.89     0.00       4.5935       2.5072       7.6140     293.0633    2598.3423
 2004.6666  270    26.56    10.50     0.00       3.7535       2.1335       7.6392     237.3479    2150.7369
 2004.6666  271    28.00    10.67     0.00       3.0837       1.8292       7.6614     195.0098    1785.8763
 2004.6666  272    29.44    10.83     0.00       2.4764       1.5358       7.6479     157.5919    1451.1207
 2004.6666  273    22.61     4.89     0.00       1.8619       1.1991       7.4821     118.2560    1161.6237
 2004.6666  274    23.28     4.94     0.00       1.4307       0.9568       7.3613      91.3077     933.1874
 2004.7500  275    27.17    12.06     0.46       1.8572       1.3673       7.6013     106.8884     975.0500
 2004.7500  276    21.61    -1.00     0.00       1.5198       0.9276       7.4071      86.1537     851.7540
 2004.7500  277    18.50    -0.56     0.00       1.2577       0.7856       7.3254      70.1125     736.8724
 2004.7500  278    26.28     5.67     0.00       1.2145       0.7757       7.3709      69.6117     717.8556
 2004.7500  279    16.44     3.94     0.00       1.0682       0.6950       7.2465      62.2475     672.7492
 2004.7500  280    22.89     4.22     0.00       0.9955       0.6610       7.2190      59.9495     652.1189
 2004.7500  281    25.61     8.56     0.00       0.9811       0.6648       7.2075      61.2785     651.3555
 2004.7500  282    21.33    13.72     0.00       0.9856       0.6794       7.1712      63.1785     656.8198
 2004.7500  283    25.17     7.17     0.00       0.9316       0.6548       7.0546      60.4829     635.3444
 2004.7500  284    22.94     6.22     0.00       0.8739       0.6256       6.9353      57.0198     610.4922
 2004.7500  285    22.17     7.28     0.00       0.8375       0.6034       6.8948      54.6073     591.6063
 2004.7500  286    17.89     8.44     0.13       0.8174       0.7206       6.9918      52.3297     576.3569
 2004.7500  287    17.33     8.33     0.00       0.7726       0.5528       6.8982      49.7770     558.2881
 2004.7500  288    16.22     3.06     0.00       0.6991       0.5056       6.7737      44.8015     525.1926
 2004.7500  289    12.28     2.78     0.00       0.6623       0.4797       6.7231      42.5244     495.0922
 2004.7500  290    13.28    -0.28     0.00       0.6521       0.4730       6.6680      42.5157     462.5237
 2004.7500  291    12.89    -0.44     0.00       0.6431       0.4672       6.6302      42.4980     434.4289
 2004.7500  292    20.06     3.83     0.00       0.6400       0.4661       6.6660      42.4775     425.9199
 2004.7500  293    12.56     6.89     0.00       0.6374       0.4647       6.6478      42.4438     419.0651
 2004.7500  294    14.94     7.28     0.00       0.6355       0.4639       6.6470      42.4117     414.7173
 2004.7500  295    12.00     9.11     0.08       0.6398       0.4601       6.7347      42.3824     413.6873
 2004.7500  296    19.61    10.22     0.13       0.4795       0.9553       6.8806      39.9607    2304.4828
 2004.7500  297    25.39    10.56     0.00       0.4769       0.7642       6.8289      39.7421    2402.8561
 2004.7500  298    19.78     4.78     0.00       0.4741       0.7698       6.6636      39.5063    2332.9130
 2004.7500  299    24.78     4.94     0.00       0.4716       0.7652       6.6760      39.3023    2321.1776
 2004.7500  300    19.00     6.39     0.30       0.4684       0.8720       7.0307      39.0374    2292.1577
 2004.7500  301    17.00    11.33     0.18       0.4649       0.8252       7.1774      38.7449    2548.5229
 2004.7500  302    17.39    11.83     0.18       0.5020       0.8479       7.2538      41.8348    3165.6986
 2004.7500  303    26.11    14.50     0.00       0.5941       0.8179       7.3086      49.5083    3564.9553
 2004.7500  304    28.06     8.78     0.00       0.5668       0.7947       7.2341      47.2293    3431.1387
 2004.7500  305    17.89     2.22     0.00       0.4730       0.6760       7.0671      39.4153    3108.3611
 2004.8334  306    20.28     2.61     0.30       0.5409       0.8814       7.1686      45.0761    3552.9038
 2004.8334  307    12.06     6.61     0.28       0.8031       0.9523       7.1540      53.4482    4340.8802
 2004.8334  308     8.50    -2.72     0.00       0.5639       0.6828       7.0202      46.9944    4280.8992
 2004.8334  309    10.50    -1.89     0.00       0.5196       0.6427       7.0048      43.3024    4234.6635
 2004.8334  310    13.00    -0.67     0.00       0.4823       0.6095       7.0028      40.1932    4096.2955
 2004.8334  311    20.39     2.56     0.00       0.4714       0.6088       7.0507      39.2810    3942.2560
 2004.8334  312    25.89     4.72     0.00       0.4680       0.6176       7.0867      38.9992    3774.5908
 2004.8334  313    16.39    -0.22     0.00       0.4559       0.6142       6.9713      37.9901    3451.2991
 2004.8334  314    15.33     0.67     0.00       0.4532       0.6237       6.9338      37.7670    3301.5057
 2004.8334  315    20.72     4.94     0.00       0.4507       0.6334       6.9621      37.5553    3370.0618
 2004.8334  316    13.78    -1.50     0.33       0.4476       0.0000       6.9151      37.3004    3278.6277
 2004.8334  317     6.00    -5.39     0.00       0.4448       0.5781       6.8271      37.0707    3041.1419
 2004.8334  318     7.78    -5.50     0.00       0.4423       0.5871       6.7833      36.8563    2721.4965
 2004.8334  319    10.22    -4.44     0.00       1.6307       2.2114       6.7579     135.8916    2577.0706
 2004.8334  320    10.72    -0.28     0.00       1.6222       2.2467       6.7676     135.1873    2572.5663
 2004.8334  321    10.83     6.11     0.00       1.6139       2.2749       6.8165     134.4956    2715.0092
 2004.8334  322    19.44    10.28     0.00       1.6056       2.3099       6.8689     133.8021    2967.0271
 2004.8334  323    18.61    11.44     0.05       1.5967       2.3019       6.8970     133.0610    3160.7106
 2004.8334  324    12.11     9.89     0.97       4.2518       9.7342       6.7499     303.1958   11415.4327
 2004.8334  325    11.50     2.44     0.10       4.1974       6.5993       6.6174     293.6529    9420.8455
 2004.8334  326    11.11     0.44     0.00       3.4633       3.9812       6.6211     260.0591    8890.2009
 2004.8334  327    10.56     0.72     0.00       2.9260       2.9963       6.6521     236.3736    8458.8349
 2004.8334  328    10.94     0.72     0.00       2.6152       2.7307       6.6811     217.9326    8093.5669
 2004.8334  329     5.61    -2.39     0.00       2.1965       2.3287       6.6392     183.0436    7421.1556
 2004.8334  330     5.33    -4.61     0.00       1.8099       1.9499       6.6110     150.8280    6742.4542
 2004.8334  331    11.33    -4.11     0.00       1.6020       1.7621       6.6384     133.5037    6283.2630
 2004.8334  332    12.06     1.89     0.38       2.1945       2.1635       6.4749     164.4101    7427.5053
 2004.8334  333     4.11    -3.11     0.00       1.8101       1.8045       6.4211     145.8023    7150.0319
 2004.8334  334     1.06    -2.78     0.25       1.6356       0.0000       6.4032     135.5439    7034.9389
 2004.8334  335     0.50    -7.28     0.00       1.4920       0.0000       6.3763     124.3351    6863.1709
 2004.9166  336     2.22    -8.61     0.00       1.4415       0.0000       6.3540     120.1259    6429.0041
 2004.9166  337     4.56    -8.50     0.00       1.5875       1.5404       6.1928     119.3596    5987.2210
 2004.9166  338     7.89    -6.00     0.00       1.4233       1.4036       6.2580     118.6052    5891.8989
 2004.9166  339     7.39    -3.67     0.00       1.4143       1.4178       6.3185     117.8601    5880.0179
 2004.9166  340    13.28    -1.56     0.00       1.4054       1.4377       6.4041     117.1206    5954.2519
 2004.9166  341     4.22    -0.50     1.09       5.1269       6.4654       5.1727     125.0232    9663.7136
 2004.9166  342     5.11     0.33     0.00       3.8237       4.3028       5.2472     128.3573    7762.0208
 2004.9166  343     2.39    -2.06     0.00       3.2203       3.0281       5.2710     119.4791    7513.5946
 2004.9166  344     7.56    -1.22     0.00       2.7416       2.4117       5.3657     119.3699    7473.7823
 2004.9166  345     8.94     0.00     0.00       2.3760       2.0966       5.4664     123.0672    7523.5820
 2004.9166  346     2.17    -2.83     0.00       1.9172       1.6965       5.4735     112.1149    7181.8310
 2004.9166  347     8.67    -3.00     0.00       1.6686       1.4847       5.5603     111.3848    7016.0979
 2004.9166  348     9.56    -3.39     0.00       1.5772       1.4140       5.6391     110.6698    6833.4776
 2004.9166  349    -1.33   -12.56     0.00       1.4877       1.3409       5.5416     109.9975    5865.0285
 2004.9166  350     2.00   -12.78     0.00       1.4047       1.2755       5.5654     109.3519    5296.5724
 2004.9166  351     8.11    -2.56     0.00       1.3199       1.2118       5.7520     108.7019    5545.5828
 2004.9166  352     9.39    -6.06     0.00       1.2968       1.2075       5.7941     108.0636    5371.8519
 2004.9166  353     7.67    -5.28     0.00       1.2892       1.2183       5.8611     107.4345    5225.4272
 2004.9166  354     9.11   -16.89     0.00       1.2821       1.2324       5.7704     106.8397    4401.8686
 2004.9166  355    -6.50   -17.50     0.00       1.2752       1.2355       5.7133     106.2702    3755.6154
 2004.9166  356     8.22    -7.94     0.00       1.2684       1.2532       5.8932     105.7025    3808.5419
 2004.9166  357    -3.94   -15.61     0.00       1.2619       1.2598       5.7894     105.1548    3316.3428
 2004.9166  358    -8.50   -18.22     0.00       1.2555       1.2629       5.7291     104.6255    2872.7314
 2004.9166  359   -10.56   -19.67     0.00       1.2493       1.2643       5.6806     104.1119    2505.6669
 2004.9166  360    -2.00   -18.06     0.00       1.2433       1.2729       5.7101     103.6079    2314.9230
 2004.9166  361     9.83    -6.17     0.00       1.2372       1.2964       5.9279     103.0991    2526.6048
 2004.9166  362     2.00    -5.67     0.00       1.2311       1.3100       5.9661     102.5907    2555.9461
 2004.9166  363     8.83    -4.61     0.00       1.2250       1.3341       6.0493     102.0841    2592.4277
 2004.9166  364    10.28    -6.83     0.00       1.2190       1.3597       6.0743     101.5852    2529.9931
 2004.9166  365    12.78    -7.06     0.00       1.2131       1.3862       6.1163     101.0946    2487.5073
 2004.9166  366    19.17     0.00     0.00       1.2073       1.4137       6.2663     100.6050    2701.7385
 2005.0000    1     6.22    -3.06     0.00       1.2264       1.4630       6.2373     102.2026    2676.3645
 2005.0000    2    12.39    -6.50     0.05       1.2206       1.4702       6.2181     101.7169    2612.4993
 2005.0000    3    -1.22    -6.61     0.56       1.2138       0.0000       6.2323     101.1536    2621.4078
 2005.0000    4    -4.17    -7.06     0.18       1.2081       0.0000       6.2263     100.6727    2610.3380
 2005.0000    5    -5.78   -11.44     0.81       1.2014       0.0000       6.2173     100.1176    2584.9566
 2005.0000    6   -11.28   -18.22     0.56       1.1948       0.0000       6.1972      99.5693    2530.0241
 2005.0000    7    -8.94   -19.00     0.00       1.1892       0.0000       6.1936      99.0992    2495.8222
 2005.0000    8    -5.50   -16.17     0.00       1.1836       0.0000       6.1993      98.6315    2488.8033
 2005.0000    9    -1.06   -16.28     0.00       1.1780       0.0000       6.2045      98.1659    2493.1906
 2005.0000   10     0.56    -9.72     0.00       1.1724       0.0000       6.2176      97.7018    2520.6861
 2005.0000   11    -6.89    -9.78     0.00       1.1669       0.0000       6.2064      97.2402    2509.1758
 2005.0000   12    -3.22    -8.06     0.00       1.1614       0.0000       6.2138      96.7805    2519.9318
 2005.0000   13    -2.83    -8.72     0.00       1.1559       0.0000       6.2134      96.3230    2523.3546
 2005.0000   14    -8.56   -19.94     0.05       1.1504       0.0000       6.1838      95.8694    2463.6061
 2005.0000   15   -16.17   -21.61     0.05       1.1450       0.0000       6.1613      95.4199    2391.7268
 2005.0000   16   -13.28   -21.72     0.00       1.1397       0.0000       6.1569      94.9737    2348.0576
 2005.0000   17   -10.39   -21.72     0.00       1.1344       0.0000       6.1551      94.5305    2320.5356
 2005.0000   18    -5.44   -20.06     0.00       1.1291       0.0000       6.1614      94.0894    2316.4858
 2005.0000   19     3.00   -10.39     0.00       1.1238       0.0000       6.1901      93.6492    2368.0155
 2005.0000   20     4.28    -1.33     0.00       1.1185       0.0000       6.2127      93.2092    2435.5295
 2005.0000   21     9.83    -2.28     0.00       1.1132       0.0000       6.2284      92.7697    2500.2834
 2005.0000   22     2.44   -15.22     0.00       1.1080       0.0000       6.1957      92.3310    2465.5679
 2005.0000   23    -9.61   -15.39     0.00       1.1028       0.0000       6.1685      91.8984    2398.8496
 2005.0000   24    -1.17   -10.94     0.00       1.0976       0.0000       6.1858      91.4678    2402.7580
 2005.0000   25     9.83    -2.78     0.00       1.0923       0.0000       6.1897      91.0282    2476.6259
 2005.0000   26    13.00     0.00     0.00       1.3367       0.0000       5.8969      90.5618    2798.0497
 2005.0000   27     2.11    -3.78     0.00       1.5090       0.0000       5.8124      90.0910    2873.2520
 2005.0000   28     0.11    -3.72     0.00       1.3770       0.0000       5.8052      89.6264    2978.0170
 2005.0000   29     1.44    -2.44     0.00       1.4722       0.0000       5.7715      89.1629    3039.6855
 2005.0000   30     2.61    -2.61     0.00       1.9031       0.0000       5.6916      88.7009    3092.9983
 2005.0000   31     3.39    -1.44     0.00       3.4690       0.0000       5.5850      88.2401    3149.6692
 2005.0834   32     3.00    -0.44     0.00       7.3335       0.0000       5.4977      89.6789    3542.7427
 2005.0834   33     3.17    -2.11     0.00      10.0011       0.0000       5.3753      89.1946    3745.5276
 2005.0834   34     8.11    -2.56     0.00       1.9669       1.7500       5.2006      88.6948    4699.1783
 2005.0834   35    15.17    -1.44     0.00       1.6360       1.4680       5.3475      88.1857    4899.8478
 2005.0834   36    16.89     0.83     0.00       1.3806       1.2525       5.4939      87.6692    5170.1832
 2005.0834   37    15.94     3.11     0.99       6.7006       7.2339       4.4199      87.0529    7324.2259
 2005.0834   38     6.67    -8.00     1.22       4.3585       0.0000       4.3572      86.4666    5456.6121
 2005.0834   39    -6.11   -12.56     0.00       3.7820       0.0000       4.3416      85.9758    5102.3197
 2005.0834   40    -6.94   -13.11     0.53       3.3977       0.0000       4.3486      85.4542    4875.5258
 2005.0834   41    -4.11   -14.17     0.00       3.1168       0.0000       4.3592      84.9811    4716.1964
 2005.0834   42     1.61   -14.00     0.00       2.9138       0.0000       4.3767      84.5134    4627.4486
 2005.0834   43     7.67   -11.39     0.00       2.7672       0.0000       4.4002      84.0493    4606.7938
 2005.0834   44     7.17    -1.00     3.43       2.6485       0.0000       4.4238      83.5509    4621.5710
 2005.0834   45     9.00     1.00     0.38       2.5374       0.0000       4.4425      83.0889    4632.0388
 2005.0834   46    18.22     1.50     0.00       2.4465       0.0000       4.4682      82.6254    4683.2150
 2005.0834   47     5.78    -3.61     0.00       3.8530       0.0000       4.2240      82.1502    4628.6100
 2005.0834   48     6.83    -6.11     0.00       1.1233       0.0000       3.7639      81.7018    4587.5442
 2005.0834   49     9.83    -6.50     0.00       1.2889       0.0000       3.0828      81.2564    4591.4224
 2005.0834   50     6.94    -6.22     0.00       1.3841       0.0000       2.6092      80.8148    4555.3726
 2005.0834   51     6.39     0.72     0.33       2.2930       0.0000       1.9878      80.3760    4560.8473
 2005.0834   52     9.50    -1.94     0.00       2.2959       0.0000       1.6907      79.9347    4560.9814
 2005.0834   53     3.56    -1.83     0.05       2.2721       0.0000       1.6357      79.4959    4516.3006
 2005.0834   54     8.33    -2.11     0.00       2.2712       0.0000       1.3894      79.0643    4513.5543
 2005.0834   55     6.56    -2.94     0.00       2.2609       0.0000       1.2033      78.6325    4485.8772
 2005.0834   56     4.00    -4.78     0.00       2.2378       0.0000       1.0944      78.2066    4429.0671
 2005.0834   57    14.39    -4.83     0.00       5.0884       0.0000       3.0770      77.7858    4468.7912
 2005.0834   58    13.22    -4.17     0.00       5.5071       4.8100       3.1010      77.3562    4657.6929
 2005.0834   59     9.28    -6.06     0.00       5.0348       4.3967       3.1859      76.9144    4602.2394
 2005.1666   60    -1.94   -10.44     0.00       3.1260       2.7300       3.1975      79.6734    3748.6476
 2005.1666   61     4.22   -10.50     0.00       2.7384       2.3921       3.2996      79.2606    3628.5630
 2005.1666   62    12.61    -4.56     0.00       3.1174       2.7248       3.4667      78.8457    3898.9955
 2005.1666   63    13.89    -4.50     0.00       3.2976       2.8849       3.5933      78.4208    4094.7798
 2005.1666   64    17.67    -2.44     0.00       3.6127       3.1655       3.7494      77.9897    4413.6277
 2005.1666   65    14.78    -2.11     0.00       3.6166       3.1754       3.8656      77.5459    4572.0318
 2005.1666   66    23.00     4.72     0.08       4.3033       3.7859       4.0492      77.0950    5244.5471
 2005.1666   67     7.00    -5.72     0.00       3.2972       2.9076       4.0339      76.6076    4749.8056
 2005.1666   68     3.56    -4.33     0.00       2.7731       2.4567       4.1105      76.1968    4485.5267
 2005.1666   69     6.33    -4.11     0.00       2.5309       2.2549       4.2166      75.7925    4395.8899
 2005.1666   70    13.78    -3.33     0.00       2.5486       2.2873       4.3724      75.3839    4564.1860
 2005.1666   71    14.78    -1.89     0.00       2.5120       2.2735       4.5097      74.9646    4736.3925
 2005.1666   72     6.11    -7.61     0.00       1.9506       1.7810       4.5283      74.5497    4364.1099
 2005.1666   73     9.17    -7.83     0.00       1.6421       1.5154       4.6353      74.1626    4231.0631
 2005.1666   74     8.67    -7.89     0.00       1.3584       1.2684       4.7262      73.7818    4097.8178
 2005.1666   75    12.44    -7.56     0.00       1.1679       1.1048       4.8520      73.4044    4101.4373
 2005.1666   76    15.28    -2.22     0.00       1.1754       1.1276       5.0157      73.0187    4320.6593
 2005.1666   77    17.00     3.33     0.00       1.2794       1.2453       5.1849      72.6125    4677.9072
 2005.1666   78    12.06    -3.11     0.00       1.1674       1.1524       5.2218      72.1788    4510.0412
 2005.1666   79     7.11    -5.39     0.00       1.0321       1.0346       5.2562      71.7986    4193.2648
 2005.1666   80    12.11    -4.67     0.00       0.9941       1.0130       5.3814      71.4332    4161.5784
 2005.1666   81    13.22     0.78     0.20       1.0179       1.2111       5.2964      71.0490    4387.3712
 2005.1666   82     4.56    -0.89     0.10       0.9622       1.1394       5.1789      70.6597    4215.2360
 2005.1666   83    12.22    -0.83     0.10       0.9611       1.1325       5.2315      70.2876    4377.5839
 2005.1666   84     3.50     0.67     0.51       1.6242       2.5507       4.5191      69.8582    5767.2971
 2005.1666   85     5.39     0.67     0.05       1.3630       1.7265       4.5494      69.4870    4570.4091
 2005.1666   86     8.50    -0.28     0.00       1.1485       1.1416       4.6626      69.1157    4612.2360
 2005.1666   87    16.94    -0.72     0.00       1.1539       1.0362       4.8405      82.0518    4930.8634
 2005.1666   88    23.44     5.78     0.00       1.4398       1.3070       5.0890     114.6480    5629.3464
 2005.1666   89    25.89    11.89     0.00       1.9233       1.7635       5.3261     160.2753    6484.9579
 2005.1666   90    14.56     2.06     0.84       5.1509       6.7556       4.1458     152.3475    8190.9531
 2005.2500   91    14.11     2.00     0.00       3.7199       4.3045       4.3104     154.8467    6637.5530
 2005.2500   92    14.11    -0.83     0.00       2.9761       2.7955       4.4670     146.8168    6455.8887
 2005.2500   93    19.56     0.11     0.00       2.5674       2.2145       4.7040     159.0023    6656.6002
 2005.2500   94    26.89     5.56     0.00       2.6229       2.2852       5.0423     201.4015    7378.8685
 2005.2500   95    26.78     7.89     0.00       2.9342       2.5833       5.3158     237.5053    7934.9226
 2005.2500   96    21.11    13.33     0.00       3.1125       2.7636       5.4951     259.3755    8233.1914
 2005.2500   97    15.83     6.17     0.91       8.0226       6.6973       4.2729     247.1289    8235.7049
 2005.2500   98    20.06     4.67     0.00       5.7598       4.8090       4.5748     249.5284    8255.6695
 2005.2500   99    20.83     4.61     0.00       4.0480       3.3881       4.8649     252.8445    8285.6125
 2005.2500  100    25.33    11.11     0.00       3.7105       3.1319       5.2262     291.9424    8867.4921
 2005.2500  101    23.61    11.28     1.04       9.5130       7.8036       4.2200     318.6406    9398.5313
 2005.2500  102    21.22     5.06     1.68      16.4728      13.4364       3.6342     302.6820    9188.9304
 2005.2500  103     9.22     4.50     0.03      12.5901      10.2389       3.7037     244.2957    8255.6617
 2005.2500  104    17.78     3.33     0.00      10.1995       8.3005       3.9891     241.3369    8200.4422
 2005.2500  105    20.00     3.56     0.00       8.2279       6.7000       4.2742     244.1145    8244.3672
 2005.2500  106    23.28     6.61     0.20       7.0760       5.7388       4.3726     264.3993    8584.5977
 2005.2500  107    25.39    11.44     0.18       6.2391       5.0412       4.5242     298.1088    9136.1004
 2005.2500  108    28.06    12.11     0.00       4.9929       4.0389       4.8811     331.6203    9662.4768
 2005.2500  109    25.39    14.11     0.79      12.8124      10.1059       4.1227     356.8781   10213.6743
 2005.2500  110    27.28    14.67     2.90      19.6534      15.3791       3.7825     380.6301   10647.0966
 2005.2500  111    24.22    14.44     0.20      19.4525      15.0848       3.8155     384.8385   10722.1282
 2005.2500  112    18.39     8.00     1.19      32.4847      25.0061       3.7621     476.7831   34534.9765
 2005.2500  113    15.11     1.44     0.30      34.3865      26.4151       3.7174     424.9638   42436.5664
 2005.2500  114    11.72    -0.28     0.00      22.6649      17.4703       4.0437     357.7031   36948.8454
 2005.2500  115    15.61     0.00     0.00      18.2641      14.3222       4.4987     337.6845   33957.6983
 2005.2500  116    16.44     3.28     0.61      21.7438      16.6902       3.9253     344.1429   33450.3484
 2005.2500  117    13.06     2.11     0.00      16.6171      12.8628       4.2787     309.9132   30417.7403
 2005.2500  118    16.67     2.83     0.81      22.9604      17.5603       3.7355     318.8404   30113.9688
 2005.2500  119     8.72     3.28     0.00      18.8715      14.4513       3.9358     280.1969   26853.7569
 2005.2500  120    12.78    -0.17     0.00      13.3950      10.2866       4.1884     266.7560   25223.8464
 2005.3334  121    13.61     0.06     0.00       9.7259       7.5043       4.4422     278.9149   23223.0377
 2005.3334  122    11.22     0.72     0.00       7.2556       5.6337       4.6368     258.3066   21638.7844
 2005.3334  123    12.89     1.56     0.00       5.7636       4.5184       4.8775     254.3199   20773.7207
 2005.3334  124    16.17     4.83     0.00       4.9432       3.9262       5.1655     274.2562   20847.8093
 2005.3334  125    20.83     5.44     0.00       4.2050       3.4001       5.4992     308.7463   21370.7590
 2005.3334  126    22.17     8.44     0.00       4.5154       3.7264       5.8073     338.7082   21645.8392
 2005.3334  127    27.83    12.33     0.00       5.0818       4.3063       6.1863     389.0117   22337.1840
 2005.3334  128    27.17    17.22     0.00       5.9830       5.1911       6.4703     417.2870   22167.2034
 2005.3334  129    27.72    12.17     0.18       7.4201       6.4387       6.5831     429.1970   21341.0282
 2005.3334  130    25.44    11.61     0.00       6.9657       6.2393       6.7809     409.8635   19370.1303
 2005.3334  131    31.78    12.56     0.79       9.9721      19.4949       6.3539     565.0218   29193.6493
 2005.3334  132    23.89    13.44     3.17      35.2183      31.1097       3.8829     664.3489   26368.9709
 2005.3334  133    21.44    12.33     3.10      32.5840      25.0230       3.8335     674.2391   24889.4119
 2005.3334  134    17.00     7.17     0.00      26.8547      19.3415       4.1124     632.2449   22519.6028
 2005.3334  135    14.39     3.94     0.00      19.9780      14.3797       4.3638     565.0444   20165.2050
 2005.3334  136    17.61     3.56     0.00      14.4201      10.4272       4.7170     548.9022   18939.7681
 2005.3334  137    23.11     9.17     0.00      11.5303       8.4220       5.1668     598.7848   18978.6625
 2005.3334  138    26.06    14.56     0.13      11.7680       8.6035       5.4131     665.1892   19395.4146
 2005.3334  139    27.39    14.78     0.00      11.7788       8.7259       5.7717     717.0207   19288.2526
 2005.3334  140    31.67    15.06     0.00      12.4594       9.3972       6.1739     766.7599   19055.5668
 2005.3334  141    27.33    12.89     0.00      11.9075       9.1365       6.4119     723.1526   17721.0641
 2005.3334  142    27.61    13.06     0.00      11.2747       8.8446       6.6614     682.0516   16291.1904
 2005.3334  143    28.72    13.72     0.00      10.5541       8.4862       6.8993     634.6476   14748.1692
 2005.3334  144    30.50    14.61     0.00       9.7465       8.0440       7.1251     580.6943   13120.5690
 2005.3334  145    27.56    16.78     0.00       8.9131       7.5158       7.2608     521.1523   11743.1855
 2005.3334  146    28.83     8.33     0.10       7.9755       6.8665       7.3454     457.0644   10475.8668
 2005.3334  147    24.39     9.94     0.08       7.0080       6.1896       7.3907     399.0637    9306.3527
 2005.3334  148    23.83     9.22     0.00       5.8517       5.3784       7.4543     332.8104    7857.5599
 2005.3334  149    25.17     9.72     0.63       6.9655      13.6416       7.2139     363.0205   10424.9609
 2005.3334  150    20.56     9.33     0.63      10.4830      17.9731       6.7717     548.9536   15181.3078
 2005.3334  151    20.89    11.67     0.00       7.8644       9.8368       7.0332     466.3256   10229.4374
 2005.4166  152    24.83    15.61     3.38      32.2177      21.4037       4.0055     854.9776   16482.6584
 2005.4166  153    24.72    15.28     0.00      24.0224      14.8263       4.4994     858.9943   16143.0669
 2005.4166  154    26.11    15.67     1.37      31.4520      19.1190       4.0326     873.5628   16048.7556
 2005.4166  155    22.50    16.72     0.25      31.9695      19.2440       3.9895     860.1729   15578.1376
 2005.4166  156    27.28    15.56     0.66      32.8323      19.6146       4.0396     904.1839   15482.7106
 2005.4166  157    26.06    15.67     0.00      26.2022      15.5200       4.4815     915.7182   15150.7020
 2005.4166  158    30.89    20.11     0.00      21.0339      12.3569       5.0041     978.9806   15244.3945
 2005.4166  159    31.44    22.22     0.00      18.0433      10.5452       5.4447    1015.4805   15173.6534
 2005.4166  160    29.78    20.06     0.05      16.4849       9.6179       5.7614     998.4547   14766.4630
 2005.4166  161    24.06    16.72     3.10      34.1786      19.0029       3.9791     980.1101   14687.8493
 2005.4166  162    26.39    17.28     1.24      32.7042      18.0141       4.0256     997.7746   14392.8015
 2005.4166  163    27.67    15.67     0.00      26.9105      14.6887       4.4936    1002.6041   14076.0064
